county_id,msa_id,csa_id,centrality
09005,45860,408,Central
26019,45900,NULL,Outlying
26055,45900,NULL,Central
26079,45900,NULL,Outlying
26089,45900,NULL,Outlying
34021,45940,408,Central
01109,45980,NULL,Central
06057,46020,472,Central
04019,46060,536,Central
47031,46100,NULL,Central
47051,46100,NULL,Outlying
47127,46100,NULL,Outlying
40037,46140,538,Central
40111,46140,538,Outlying
40113,46140,538,Central
40117,46140,538,Outlying
40131,46140,538,Outlying
40143,46140,538,Central
40145,46140,538,Central
28057,46180,539,Outlying
28081,46180,539,Central
28115,46180,539,Outlying
28117,46180,539,Outlying
01063,46220,NULL,Outlying
01065,46220,NULL,Outlying
01107,46220,NULL,Outlying
01125,46220,NULL,Central
16053,46300,NULL,Outlying
16083,46300,NULL,Central
48423,46340,540,Central
06045,46380,NULL,Central
45087,46420,273,Central
47131,46460,362,Central
39021,46500,212,Central
15003,46520,NULL,Central
36043,46540,NULL,Outlying
36065,46540,NULL,Central
48463,46620,NULL,Central
13027,46660,NULL,Outlying
13101,46660,NULL,Outlying
13173,46660,NULL,Outlying
13185,46660,NULL,Central
06095,46700,488,Central
39161,46780,338,Central
46027,46820,NULL,Central
49047,46860,NULL,Central
48487,46900,NULL,Central
28149,46980,298,Central
48175,47020,544,Outlying
48469,47020,544,Central
13209,47080,NULL,Outlying
13279,47080,NULL,Central
18083,47180,NULL,Central
34011,47220,428,Central
25007,47240,NULL,Central
37029,47260,545,Outlying
37053,47260,545,Outlying
37073,47260,545,Outlying
51073,47260,545,Central
51093,47260,545,Outlying
51095,47260,545,Outlying
51115,47260,545,Outlying
51175,47260,545,Outlying
51199,47260,545,Central
51550,47260,545,Central
51620,47260,545,Outlying
51650,47260,545,Central
51700,47260,545,Central
51710,47260,545,Central
51735,47260,545,Central
51740,47260,545,Central
51800,47260,545,Central
51810,47260,545,Central
51830,47260,545,Outlying
06107,47300,NULL,Central
18169,47340,NULL,Central
48145,47380,NULL,Outlying
48309,47380,NULL,Central
27167,47420,244,Outlying
38077,47420,244,Central
53071,47460,313,Central
39011,47540,338,Central
13153,47580,356,Central
13225,47580,356,Outlying
42123,47620,NULL,Central
29101,47660,312,Central
18085,47700,515,Central
18027,47780,NULL,Central
37013,47820,272,Central
24021,47900,548,Outlying
24031,47900,548,Central
11001,47900,548,Central
24009,47900,548,Outlying
24017,47900,548,Outlying
24033,47900,548,Central
51013,47900,548,Central
51043,47900,548,Outlying
51047,47900,548,Outlying
51059,47900,548,Central
51061,47900,548,Central
51107,47900,548,Central
51113,47900,548,Outlying
51153,47900,548,Central
51157,47900,548,Outlying
51177,47900,548,Outlying
51179,47900,548,Central
51187,47900,548,Outlying
51510,47900,548,Central
51600,47900,548,Central
51610,47900,548,Central
51630,47900,548,Outlying
51683,47900,548,Central
51685,47900,548,Central
54037,47900,548,Outlying
39047,47920,198,Central
19013,47940,NULL,Central
19017,47940,NULL,Outlying
19075,47940,NULL,Outlying
46029,47980,NULL,Central
46057,47980,NULL,Outlying
55055,48020,376,Central
36045,48060,NULL,Central
12049,48100,422,Central
55069,48140,554,Outlying
55073,48140,554,Central
13229,48180,NULL,Outlying
13299,48180,NULL,Central
40039,48220,NULL,Central
39081,48260,430,Central
54009,48260,430,Central
54029,48260,430,Central
53007,48300,NULL,Central
53017,48300,NULL,Central
29091,48460,NULL,Central
28025,48500,200,Central
39013,48540,NULL,Central
54051,48540,NULL,Central
54069,48540,NULL,Central
55127,48580,376,Central
20015,48620,556,Outlying
20079,48620,556,Outlying
20173,48620,556,Central
20191,48620,556,Outlying
48009,48660,NULL,Outlying
48077,48660,NULL,Outlying
48485,48660,NULL,Central
42081,48700,558,Central
38105,48780,NULL,Central
27067,48820,NULL,Central
37129,48900,NULL,Central
37141,48900,NULL,Outlying
39027,48940,178,Central
37195,48980,468,Central
51069,49020,548,Central
51840,49020,548,Central
54027,49020,548,Outlying
20035,49060,556,Central
32013,49080,NULL,Central
27169,49100,NULL,Central
37057,49180,268,Central
37059,49180,268,Central
37067,49180,268,Central
37169,49180,268,Central
37197,49180,268,Outlying
55141,49220,554,Central
40045,49260,NULL,Outlying
40153,49260,NULL,Central
39169,49300,184,Central
09015,49340,148,Central
25027,49340,148,Central
27105,49380,NULL,Central
53077,49420,NULL,Central
46135,49460,NULL,Central
72055,49500,434,Central
72059,49500,434,Central
72111,49500,434,Central
72153,49500,434,Central
42133,49620,276,Central
39099,49660,566,Central
39155,49660,566,Central
42085,49660,566,Central
06101,49700,472,Central
06115,49700,472,Central
04027,49740,NULL,Central
39119,49780,198,Central
48505,49820,NULL,Central
