event_id,actor_id,actor_type_id,group_num,affiliation
7740258,472,6,1,primary
7727070,472,6,1,primary
7740005,472,6,1,primary
7695509,472,6,1,primary
7695460,472,6,1,primary
7667695,472,6,1,primary
7751527,472,6,1,primary
7803315,472,6,1,primary
7615800,472,6,1,primary
7615768,472,6,1,primary
7615567,472,6,1,primary
7737886,472,6,1,primary
7615500,472,6,1,primary
7615459,472,6,1,primary
7615426,472,6,1,primary
7615366,472,6,1,primary
7614748,472,6,1,primary
7614749,472,6,1,primary
7614709,472,6,1,primary
7614636,472,6,1,primary
7614587,472,6,1,primary
7614588,472,6,1,primary
7613541,472,6,1,primary
7613412,472,6,1,primary
7613065,496,5,1,primary
7612877,472,6,1,primary
7717019,472,6,1,primary
7611298,472,6,1,primary
7611220,472,6,1,primary
7610646,472,6,1,primary
7609956,472,6,1,primary
7608800,472,6,1,primary
7606771,472,6,1,primary
7606474,472,6,1,primary
7606193,472,6,1,primary
7606246,472,6,1,primary
7605439,472,6,1,primary
7766680,472,6,1,primary
7726771,472,6,1,primary
7598038,472,6,1,primary
7597386,472,6,1,primary
7597352,472,6,1,primary
7596386,472,6,1,primary
7668484,472,6,1,primary
7596534,472,6,1,primary
7595695,472,6,1,primary
7594118,472,6,1,primary
7593687,472,6,1,primary
7603502,472,6,1,primary
7603330,472,6,1,primary
7603044,472,6,1,primary
7602906,472,6,1,primary
7602725,472,6,1,primary
7602317,472,6,1,primary
7601689,472,6,1,primary
7601272,472,6,1,primary
7600877,472,6,1,primary
7600636,472,6,1,primary
7599960,496,5,1,primary
7668825,496,5,1,primary
7598462,472,6,1,primary
7612052,472,6,1,primary
7614042,472,6,1,primary
7613988,472,6,1,primary
7814294,496,5,1,primary
7615187,472,6,1,primary
7615001,472,6,1,primary
7615915,472,6,1,primary
7617067,472,6,1,primary
8004941,472,6,1,primary
7934424,472,6,1,primary
7667495,472,6,1,primary
7612530,472,6,1,primary
7610840,472,6,1,primary
7607422,472,6,1,primary
7606418,472,6,1,primary
7605852,472,6,1,primary
7596420,524,3,1,primary
7597941,472,6,1,primary
7603758,472,6,1,primary
7603321,472,6,1,primary
7603427,472,6,1,primary
7603257,472,6,1,primary
7602551,472,6,1,primary
7601994,472,6,1,primary
7601152,472,6,1,primary
7608202,472,6,1,primary
7600139,472,6,1,primary
7600325,472,6,1,primary
7600339,472,6,1,primary
7600340,472,6,1,primary
7600341,472,6,1,primary
7599366,472,6,1,primary
7598791,472,6,1,primary
7598144,472,6,1,primary
7614319,472,6,1,primary
7614010,472,6,1,primary
7613905,472,6,1,primary
7614942,472,6,1,primary
7616177,472,6,1,primary
7616134,472,6,1,primary
7616156,472,6,1,primary
7615916,472,6,1,primary
7753108,472,6,1,primary
7617630,472,6,1,primary
8004950,472,6,1,primary
8004951,472,6,1,primary
8004953,472,6,1,primary
8005273,472,6,1,primary
8004952,472,6,1,primary
8004918,472,6,1,primary
8004917,472,6,1,primary
8004916,472,6,1,primary
7974752,472,6,1,primary
7974477,472,6,1,primary
7974696,472,6,1,primary
7934665,472,6,1,primary
7974695,472,6,1,primary
7934476,472,6,1,primary
7934325,472,6,1,primary
7974635,472,6,1,primary
7923279,472,6,1,primary
7923511,472,6,1,primary
7898369,472,6,1,primary
7898316,472,6,1,primary
7898588,472,6,1,primary
7814152,472,6,1,primary
7814353,44,3,1,primary
7814352,44,3,1,primary
7803399,472,6,1,primary
7803536,472,6,1,primary
7803508,472,6,1,primary
7803307,472,6,1,primary
7803535,472,6,1,primary
7789805,472,6,1,primary
7803509,472,6,1,primary
7789499,472,6,1,primary
7789484,472,6,1,primary
7789521,472,6,1,primary
7751828,472,6,1,primary
7751829,472,6,1,primary
7751610,472,6,1,primary
7751827,472,6,1,primary
7740116,472,6,1,primary
7726930,472,6,1,primary
7727014,472,6,1,primary
7726990,472,6,1,primary
7726818,472,6,1,primary
7695302,472,6,1,primary
7615588,472,6,1,primary
7615371,472,6,1,primary
7613728,472,6,1,primary
7613588,472,6,1,primary
7613591,472,6,1,primary
7740000,426,1,1,primary
7613417,472,6,1,primary
7613293,472,6,1,primary
7613253,472,6,1,primary
7613214,472,6,1,primary
7612883,472,6,1,primary
7612680,472,6,1,primary
7612549,472,6,1,primary
7612525,472,6,1,primary
7612459,472,6,1,primary
7737487,472,6,1,primary
7611226,472,6,1,primary
7611227,472,6,1,primary
7611146,472,6,1,primary
7610954,472,6,1,primary
7610765,472,6,1,primary
7752341,472,6,1,primary
7610388,472,6,1,primary
7752317,472,6,1,primary
7752312,472,6,1,primary
7610118,472,6,1,primary
7610076,472,6,1,primary
7610077,472,6,1,primary
7898198,472,6,1,primary
7667805,472,6,1,primary
7667806,472,6,1,primary
7667814,472,6,1,primary
7609231,472,6,1,primary
7609269,472,6,1,primary
7609286,472,6,1,primary
7608857,472,6,1,primary
7752246,496,5,1,primary
7608815,472,6,1,primary
7608071,472,6,1,primary
7790154,472,6,1,primary
7607622,472,6,1,primary
7716956,472,6,1,primary
7668008,426,1,1,primary
7607018,472,6,1,primary
7607019,472,6,1,primary
7606939,472,6,1,primary
7668037,472,6,1,primary
7668041,472,6,1,primary
7606776,472,6,1,primary
7606777,472,6,1,primary
7606722,472,6,1,primary
7668052,472,6,1,primary
7606017,472,6,1,primary
7605974,472,6,1,primary
7605912,472,6,1,primary
7752900,472,6,1,primary
7605355,472,6,1,primary
7789464,472,6,1,primary
7668239,472,6,1,primary
7752149,472,6,1,primary
7604905,472,6,1,primary
7668265,472,6,1,primary
7604828,472,6,1,primary
7668280,472,6,1,primary
7604537,472,6,1,primary
7604538,472,6,1,primary
7604266,472,6,1,primary
7752950,496,5,1,primary
7604058,472,6,1,primary
7597855,472,6,1,primary
7597857,472,6,1,primary
7597846,472,6,1,primary
7753603,472,6,1,primary
7668410,426,1,1,primary
7597642,472,6,1,primary
7668431,472,6,1,primary
7597133,472,6,1,primary
7597084,472,6,1,primary
7752746,496,5,1,primary
7596947,472,6,1,primary
7596905,472,6,1,primary
7596903,472,6,1,primary
7596451,472,6,1,primary
7596462,472,6,1,primary
7611371,472,6,1,primary
7611373,472,6,1,primary
7611374,472,6,1,primary
7668514,472,6,1,primary
7596363,472,6,1,primary
7596408,472,6,1,primary
7596282,472,6,1,primary
7596188,472,6,1,primary
7595727,472,6,1,primary
7595728,472,6,1,primary
7668566,472,6,1,primary
7595697,472,6,1,primary
7595648,472,6,1,primary
7595601,472,6,1,primary
7752776,472,6,1,primary
7668593,426,1,1,primary
7594289,472,6,1,primary
7594292,472,6,1,primary
7740241,472,6,1,primary
7594290,472,6,1,primary
7752901,472,6,1,primary
7752230,472,6,1,primary
7593798,472,6,1,primary
7593799,472,6,1,primary
7594198,472,6,1,primary
7593792,496,5,1,primary
7668643,472,6,1,primary
7668644,200,4,1,primary
7593913,472,6,1,primary
7593767,472,6,1,primary
7698770,472,6,1,primary
7698927,472,6,1,primary
7594288,472,6,1,primary
7698733,472,6,1,primary
7594197,472,6,1,primary
7593718,472,6,1,primary
7593720,472,6,1,primary
7608325,472,6,1,primary
7608326,472,6,1,primary
7608335,472,6,1,primary
7608337,472,6,1,primary
7698649,472,6,1,primary
7603353,472,6,1,primary
7752599,472,6,1,primary
7603192,472,6,1,primary
7603068,472,6,1,primary
7603121,472,6,1,primary
7602961,472,6,1,primary
7602921,472,6,1,primary
7602928,472,6,1,primary
7602753,472,6,1,primary
7602394,472,6,1,primary
7602401,472,6,1,primary
7601745,472,6,1,primary
7601595,472,6,1,primary
7602156,472,6,1,primary
7601240,496,5,1,primary
7601251,472,6,1,primary
7600849,496,5,1,primary
7600389,472,6,1,primary
7600672,472,6,1,primary
7599914,472,6,1,primary
7603847,323,1,1,primary
7599467,496,5,1,primary
7599846,472,6,1,primary
7717133,196,1,1,primary
7740174,496,5,1,primary
7605669,472,6,1,primary
7610537,472,6,1,primary
7610538,584,4,1,primary
7605171,584,4,1,primary
7740209,496,5,1,primary
7598486,496,5,1,primary
7598310,472,6,1,primary
7598238,496,5,1,primary
7606589,426,1,1,primary
7612188,472,6,1,primary
7612013,472,6,1,primary
7611851,472,6,1,primary
7611797,472,6,1,primary
7740242,472,6,1,primary
7614250,472,6,1,primary
7752517,472,6,1,primary
7614116,472,6,1,primary
7617350,426,1,1,primary
7615209,196,1,1,primary
7615038,472,6,1,primary
7617488,472,6,1,primary
7616587,433,1,1,primary
7616261,472,6,1,primary
7616228,472,6,1,primary
7615992,472,6,1,primary
7616493,472,6,1,primary
7616000,472,6,1,primary
7695221,472,6,1,primary
7615933,472,6,1,primary
7617694,472,6,1,primary
7617225,472,6,1,primary
7617191,472,6,1,primary
7617190,472,6,1,primary
7617386,472,6,1,primary
7616985,472,6,1,primary
7617327,472,6,1,primary
7616984,472,6,1,primary
7617487,472,6,1,primary
7616965,472,6,1,primary
7616951,472,6,1,primary
7616936,472,6,1,primary
7616930,472,6,1,primary
8005217,472,6,1,primary
8005243,472,6,1,primary
8005022,472,6,1,primary
8005274,472,6,1,primary
8005275,472,6,1,primary
8005277,472,6,1,primary
8005279,472,6,1,primary
8005280,472,6,1,primary
8005284,472,6,1,primary
8005285,472,6,1,primary
8005096,472,6,1,primary
8004746,496,5,1,primary
8004832,472,6,1,primary
8005241,472,6,1,primary
8004831,472,6,1,primary
8004937,472,6,1,primary
8004987,472,6,1,primary
8004827,472,6,1,primary
8005140,472,6,1,primary
8005238,472,6,1,primary
8005244,472,6,1,primary
8004963,472,6,1,primary
8005141,472,6,1,primary
8005249,472,6,1,primary
8005046,472,6,1,primary
8005218,472,6,1,primary
7974474,472,6,1,primary
7974874,472,6,1,primary
7974712,472,6,1,primary
7974530,472,6,1,primary
7974850,472,6,1,primary
7974877,472,6,1,primary
7974873,496,5,1,primary
7974564,472,6,1,primary
7974565,472,6,1,primary
7974566,472,6,1,primary
7934490,472,6,1,primary
7974685,472,6,1,primary
7974686,441,1,1,primary
7934666,472,6,1,primary
7934304,472,6,1,primary
7934362,472,6,1,primary
7934668,472,6,1,primary
7934608,472,6,1,primary
7934250,472,6,1,primary
7934315,472,6,1,primary
7934324,472,6,1,primary
7934469,472,6,1,primary
7934281,472,6,1,primary
7934286,472,6,1,primary
7934550,472,6,1,primary
7934574,472,6,1,primary
7934605,472,6,1,primary
7934670,472,6,1,primary
7934272,472,6,1,primary
7934276,472,6,1,primary
7934335,472,6,1,primary
7934341,472,6,1,primary
7934342,472,6,1,primary
7934606,472,6,1,primary
7974801,472,6,1,primary
7934354,472,6,1,primary
7923568,472,6,1,primary
7923637,472,6,1,primary
7923659,472,6,1,primary
7923333,472,6,1,primary
7974631,472,6,1,primary
7923340,472,6,1,primary
7923621,472,6,1,primary
7923515,472,6,1,primary
7923277,472,6,1,primary
7923278,472,6,1,primary
7923292,472,6,1,primary
7923752,472,6,1,primary
7923294,472,6,1,primary
7923604,472,6,1,primary
7923717,472,6,1,primary
7923329,472,6,1,primary
7898547,472,6,1,primary
7898307,472,6,1,primary
7898315,472,6,1,primary
7898546,472,6,1,primary
7898358,472,6,1,primary
7898643,472,6,1,primary
7898312,472,6,1,primary
7898615,472,6,1,primary
7898690,472,6,1,primary
7898321,472,6,1,primary
7898371,472,6,1,primary
7898774,472,6,1,primary
7898320,472,6,1,primary
7814309,472,6,1,primary
7814389,472,6,1,primary
7898384,472,6,1,primary
7814092,472,6,1,primary
7814093,472,6,1,primary
7814167,472,6,1,primary
7814116,472,6,1,primary
7814102,472,6,1,primary
7814166,472,6,1,primary
7898549,472,6,1,primary
7814165,472,6,1,primary
7814386,472,6,1,primary
7814387,472,6,1,primary
7803524,472,6,1,primary
7803587,472,6,1,primary
7803712,472,6,1,primary
7803687,472,6,1,primary
7803586,441,1,1,primary
7923670,441,1,1,primary
7803436,472,6,1,primary
7803435,472,6,1,primary
7898273,472,6,1,primary
7803407,472,6,1,primary
7803685,472,6,1,primary
7803304,472,6,1,primary
7803431,472,6,1,primary
7803466,496,5,1,primary
7803290,472,6,1,primary
7803301,472,6,1,primary
7803306,472,6,1,primary
7803250,472,6,1,primary
7789777,496,5,1,primary
7789750,472,6,1,primary
7789752,472,6,1,primary
7789757,496,5,1,primary
7789728,583,3,1,primary
7789917,472,6,1,primary
7789702,472,6,1,primary
7803185,472,6,1,primary
7803186,472,6,1,primary
7803188,472,6,1,primary
7803194,472,6,1,primary
7789599,472,6,1,primary
7803179,472,6,1,primary
7803184,472,6,1,primary
7789618,472,6,1,primary
7803637,472,6,1,primary
7789817,472,6,1,primary
7789504,472,6,1,primary
7789945,472,6,1,primary
7789439,472,6,1,primary
7790013,472,6,1,primary
7789519,472,6,1,primary
7789818,472,6,1,primary
7814397,136,7,1,primary
7803948,472,6,1,primary
7789418,496,5,1,primary
7789438,472,6,1,primary
7789952,472,6,1,primary
7789460,472,6,1,primary
7789473,472,6,1,primary
7789523,496,5,1,primary
7790044,472,6,1,primary
7751944,472,6,1,primary
7751921,472,6,1,primary
7751572,472,6,1,primary
7751574,472,6,1,primary
7751922,472,6,1,primary
7751582,472,6,1,primary
7751585,472,6,1,primary
7751586,472,6,1,primary
7751774,472,6,1,primary
7751605,472,6,1,primary
7751616,472,6,1,primary
7751624,472,6,1,primary
7740100,472,6,1,primary
7740087,472,6,1,primary
7751537,472,6,1,primary
7740265,472,6,1,primary
7740011,472,6,1,primary
7726955,472,6,1,primary
7726931,472,6,1,primary
7726932,472,6,1,primary
7726933,472,6,1,primary
7726934,472,6,1,primary
7727044,496,5,1,primary
7726906,472,6,1,primary
7727077,472,6,1,primary
7727099,472,6,1,primary
7752700,472,6,1,primary
7727048,472,6,1,primary
7726861,472,6,1,primary
7726862,472,6,1,primary
7726863,472,6,1,primary
7803622,472,6,1,primary
7726822,472,6,1,primary
7726823,472,6,1,primary
7716709,472,6,1,primary
7716742,472,6,1,primary
7803549,472,6,1,primary
7716801,472,6,1,primary
7716802,472,6,1,primary
7716656,472,6,1,primary
7716765,472,6,1,primary
7716785,472,6,1,primary
7716800,472,6,1,primary
7716635,472,6,1,primary
7695469,472,6,1,primary
7695344,472,6,1,primary
7716625,472,6,1,primary
7803997,472,6,1,primary
7695468,472,6,1,primary
7726803,441,1,1,primary
7695439,472,6,1,primary
7695446,472,6,1,primary
7695418,472,6,1,primary
7667474,472,6,1,primary
7667409,472,6,1,primary
7667635,472,6,1,primary
7667475,472,6,1,primary
7667476,472,6,1,primary
7667531,472,6,1,primary
7667473,472,6,1,primary
7667521,472,6,1,primary
7752686,472,6,1,primary
7667498,472,6,1,primary
7667545,472,6,1,primary
7751526,472,6,1,primary
7615599,472,6,1,primary
7615600,472,6,1,primary
7615601,472,6,1,primary
7615602,472,6,1,primary
7615594,472,6,1,primary
7717064,583,3,1,primary
7615488,472,6,1,primary
7615489,472,6,1,primary
7615470,472,6,1,primary
7615414,472,6,1,primary
7615584,472,6,1,primary
7615363,472,6,1,primary
7753608,472,6,1,primary
7614795,472,6,1,primary
7614805,472,6,1,primary
7614857,472,6,1,primary
7614676,472,6,1,primary
7614633,472,6,1,primary
7614559,472,6,1,primary
7614578,472,6,1,primary
7739903,472,6,1,primary
7613825,472,6,1,primary
7613831,472,6,1,primary
7615268,472,6,1,primary
7752499,496,5,1,primary
7753140,472,6,1,primary
7613636,472,6,1,primary
7613637,472,6,1,primary
7667477,472,6,1,primary
7613559,472,6,1,primary
7613522,472,6,1,primary
7613536,472,6,1,primary
7752481,472,6,1,primary
7752479,472,6,1,primary
7613491,472,6,1,primary
7613492,472,6,1,primary
7613505,472,6,1,primary
7752477,472,6,1,primary
7613447,472,6,1,primary
7613430,472,6,1,primary
7613266,472,6,1,primary
7613292,472,6,1,primary
7613248,472,6,1,primary
7613251,472,6,1,primary
7613193,472,6,1,primary
7613194,472,6,1,primary
7613169,472,6,1,primary
7613133,472,6,1,primary
7613074,472,6,1,primary
7613087,472,6,1,primary
7790158,472,6,1,primary
7613064,472,6,1,primary
7612866,472,6,1,primary
7612867,472,6,1,primary
7612868,472,6,1,primary
7613049,472,6,1,primary
7612790,472,6,1,primary
7612791,472,6,1,primary
7613048,472,6,1,primary
7612776,472,6,1,primary
7613044,472,6,1,primary
7613042,472,6,1,primary
7612700,472,6,1,primary
7612665,472,6,1,primary
7612666,472,6,1,primary
7612559,472,6,1,primary
7612577,472,6,1,primary
7612578,472,6,1,primary
7752437,472,6,1,primary
7612544,472,6,1,primary
7612545,472,6,1,primary
7612522,472,6,1,primary
7612500,472,6,1,primary
7612501,472,6,1,primary
7612476,472,6,1,primary
7612477,472,6,1,primary
7612483,472,6,1,primary
7612453,472,6,1,primary
7612455,472,6,1,primary
7612434,472,6,1,primary
7752429,472,6,1,primary
7611578,472,6,1,primary
7611589,472,6,1,primary
7611553,472,6,1,primary
