survey_response_id,survey_id,region_id,response_id,characteristic_id,respondents_count
21476,3,32,3,1,0
21477,3,32,3,2,7196
21478,3,32,3,3,12657
21479,3,32,3,4,4271
21480,3,32,3,5,5764
21481,3,32,1,6,657414
21482,3,32,1,7,787747
21483,3,32,2,6,2586771
21484,3,32,2,7,2715002
21485,3,32,3,6,11651
21486,3,32,3,7,18237
21487,3,32,1,8,178140
21488,3,32,1,9,996506
21489,3,32,1,10,116147
21490,3,32,1,11,134910
21491,3,32,1,12,19458
21492,3,32,2,8,1133051
21493,3,32,2,9,2816825
21494,3,32,2,10,731332
21495,3,32,2,11,489422
21496,3,32,2,12,131142
21497,3,32,3,8,9297
21498,3,32,3,9,20591
21499,3,32,3,10,0
21500,3,32,3,11,0
21501,3,32,3,12,0
21502,3,32,1,13,50077
21503,3,32,1,14,366365
21504,3,32,1,15,335771
21505,3,32,1,16,692947
21506,3,32,2,13,510959
21507,3,32,2,14,1537642
21508,3,32,2,15,1354143
21509,3,32,2,16,1899029
21510,3,32,3,13,7196
21511,3,32,3,14,0
21512,3,32,3,15,6062
21513,3,32,3,16,16630
21514,3,32,1,17,986433
21515,3,32,1,18,77765
21516,3,32,1,19,136649
21517,3,32,1,20,241700
21518,3,32,1,21,2616
21519,3,32,2,17,2918214
21520,3,32,2,18,203711
21521,3,32,2,19,557428
21522,3,32,2,20,1609584
21523,3,32,2,21,12835
21524,3,32,3,17,0
21525,3,32,3,18,0
21526,3,32,3,19,0
21527,3,32,3,20,7196
21528,3,32,3,21,22692
21529,3,32,1,22,29861
21530,3,32,1,23,130135
21531,3,32,1,24,68272
21532,3,32,1,25,171963
21533,3,32,1,26,105529
21534,3,32,1,27,189021
21535,3,32,1,28,123674
21536,3,32,1,29,132067
21537,3,32,1,30,494639
21538,3,32,2,22,450842
21539,3,32,2,23,321045
21540,3,32,2,24,278977
21541,3,32,2,25,492955
21542,3,32,2,26,571673
21543,3,32,2,27,702811
21544,3,32,2,28,343130
21545,3,32,2,29,388351
21546,3,32,2,30,1751989
21547,3,32,3,22,7196
21548,3,32,3,23,0
21549,3,32,3,24,0
21550,3,32,3,25,0
21551,3,32,3,26,0
21552,3,32,3,27,0
21553,3,32,3,28,0
21554,3,32,3,29,0
21555,3,32,3,30,22692
21556,3,32,1,31,180857
21557,3,32,1,32,1257567
21558,3,32,1,33,6738
21559,3,32,1,34,0
21560,3,32,2,31,717148
21561,3,32,2,32,4508156
21562,3,32,2,33,73879
21563,3,32,2,34,2589
21564,3,32,3,31,0
21565,3,32,3,32,7196
21566,3,32,3,33,0
21567,3,32,3,34,22692
21568,3,32,1,35,0
21569,3,32,1,36,0
21570,3,32,1,37,0
21571,3,32,1,38,0
21572,3,32,1,39,0
21573,3,32,1,40,0
21574,3,32,1,41,0
21575,3,32,1,42,0
21576,3,32,1,43,0
21577,3,32,1,44,0
21578,3,32,1,45,0
21579,3,32,1,46,0
21580,3,32,1,47,0
21581,3,32,1,48,0
21582,3,32,1,49,0
21583,3,32,1,50,0
21584,3,32,1,51,0
21585,3,32,1,52,54620
21586,3,32,1,53,1390541
21587,3,32,2,35,1024160
21588,3,32,2,36,323425
21589,3,32,2,37,131523
21590,3,32,2,38,65588
21591,3,32,2,39,1046137
21592,3,32,2,40,678752
21593,3,32,2,41,92023
21594,3,32,2,42,278643
21595,3,32,2,43,215461
21596,3,32,2,44,153506
21597,3,32,2,45,54664
21598,3,32,2,46,87342
21599,3,32,2,47,59852
21600,3,32,2,48,17599
21601,3,32,2,49,17096
21602,3,32,2,50,2201
21603,3,32,2,51,0
21604,3,32,2,52,252516
21605,3,32,2,53,3308472
21606,3,32,3,35,0
21607,3,32,3,36,0
21608,3,32,3,37,0
21609,3,32,3,38,0
21610,3,32,3,39,0
21611,3,32,3,40,0
21612,3,32,3,41,0
21613,3,32,3,42,0
21614,3,32,3,43,0
21615,3,32,3,44,0
21616,3,32,3,45,0
21617,3,32,3,46,0
21618,3,32,3,47,0
21619,3,32,3,48,0
21620,3,32,3,49,0
21621,3,32,3,50,0
21622,3,32,3,51,0
21623,3,32,3,52,0
21624,3,32,3,53,29888
21625,3,33,1,1,6246
21626,3,33,1,2,98960
21627,3,33,1,3,109381
21628,3,33,1,4,83584
21629,3,33,1,5,108812
21630,3,33,2,1,104569
21631,3,33,2,2,315461
21632,3,33,2,3,302333
21633,3,33,2,4,177850
21634,3,33,2,5,279017
21635,3,33,3,1,0
21636,3,33,3,2,0
21637,3,33,3,3,1392
21638,3,33,3,4,1359
21639,3,33,3,5,611
21640,3,33,1,6,178130
21641,3,33,1,7,228851
21642,3,33,2,6,591979
21643,3,33,2,7,587250
21644,3,33,3,6,1392
21645,3,33,3,7,1971
21646,3,33,1,8,152242
21647,3,33,1,9,182737
21648,3,33,1,10,16437
21649,3,33,1,11,16635
21650,3,33,1,12,38932
21651,3,33,2,8,585914
21652,3,33,2,9,454200
21653,3,33,2,10,32280
21654,3,33,2,11,34662
21655,3,33,2,12,72174
21656,3,33,3,8,629
21657,3,33,3,9,2734
21658,3,33,3,10,0
21659,3,33,3,11,0
21660,3,33,3,12,0
21661,3,33,1,13,22919
21662,3,33,1,14,98665
21663,3,33,1,15,130833
21664,3,33,1,16,154565
21665,3,33,2,13,125771
21666,3,33,2,14,413753
21667,3,33,2,15,393775
21668,3,33,2,16,245930
21669,3,33,3,13,0
21670,3,33,3,14,0
21671,3,33,3,15,1763
21672,3,33,3,16,1600
21673,3,33,1,17,241729
21674,3,33,1,18,28772
21675,3,33,1,19,52159
21676,3,33,1,20,84227
21677,3,33,1,21,94
21678,3,33,2,17,642629
21679,3,33,2,18,40556
21680,3,33,2,19,181757
21681,3,33,2,20,306305
21682,3,33,2,21,7984
21683,3,33,3,17,0
21684,3,33,3,18,0
21685,3,33,3,19,0
21686,3,33,3,20,0
21687,3,33,3,21,3363
21688,3,33,1,22,39720
21689,3,33,1,23,33098
21690,3,33,1,24,27518
21691,3,33,1,25,67192
21692,3,33,1,26,52830
21693,3,33,1,27,55480
21694,3,33,1,28,23517
21695,3,33,1,29,18164
21696,3,33,1,30,89462
21697,3,33,2,22,171496
21698,3,33,2,23,167475
21699,3,33,2,24,118312
21700,3,33,2,25,177227
21701,3,33,2,26,115967
21702,3,33,2,27,89713
21703,3,33,2,28,32804
21704,3,33,2,29,23765
21705,3,33,2,30,282471
21706,3,33,3,22,0
21707,3,33,3,23,0
21708,3,33,3,24,0
21709,3,33,3,25,0
21710,3,33,3,26,0
21711,3,33,3,27,0
21712,3,33,3,28,0
21713,3,33,3,29,489
21714,3,33,3,30,2874
21715,3,33,1,31,33803
21716,3,33,1,32,373179
21717,3,33,1,33,0
21718,3,33,1,34,0
21719,3,33,2,31,112672
21720,3,33,2,32,1052030
21721,3,33,2,33,11548
21722,3,33,2,34,2979
21723,3,33,3,31,0
21724,3,33,3,32,1392
21725,3,33,3,33,0
21726,3,33,3,34,1971
21727,3,33,1,35,0
21728,3,33,1,36,0
21729,3,33,1,37,0
21730,3,33,1,38,0
21731,3,33,1,39,389
21732,3,33,1,40,0
21733,3,33,1,41,0
21734,3,33,1,42,0
21735,3,33,1,43,556
21736,3,33,1,44,0
21737,3,33,1,45,0
21738,3,33,1,46,0
21739,3,33,1,47,0
21740,3,33,1,48,0
21741,3,33,1,49,0
21742,3,33,1,50,0
21743,3,33,1,51,0
21744,3,33,1,52,24669
21745,3,33,1,53,381368
21746,3,33,2,35,238030
21747,3,33,2,36,77021
21748,3,33,2,37,36432
21749,3,33,2,38,16028
21750,3,33,2,39,249481
21751,3,33,2,40,167402
21752,3,33,2,41,50166
21753,3,33,2,42,90389
21754,3,33,2,43,79147
21755,3,33,2,44,44719
21756,3,33,2,45,10169
21757,3,33,2,46,20832
21758,3,33,2,47,10053
21759,3,33,2,48,26316
21760,3,33,2,49,7487
21761,3,33,2,50,9241
21762,3,33,2,51,1303
21763,3,33,2,52,47068
21764,3,33,2,53,699899
21765,3,33,3,35,1392
21766,3,33,3,36,0
21767,3,33,3,37,0
21768,3,33,3,38,0
21769,3,33,3,39,0
21770,3,33,3,40,0
21771,3,33,3,41,0
21772,3,33,3,42,0
21773,3,33,3,43,0
21774,3,33,3,44,0
21775,3,33,3,45,0
21776,3,33,3,46,0
21777,3,33,3,47,0
21778,3,33,3,48,0
21779,3,33,3,49,0
21780,3,33,3,50,0
21781,3,33,3,51,0
21782,3,33,3,52,0
21783,3,33,3,53,1971
21784,3,34,1,1,186034
21785,3,34,1,2,655085
21786,3,34,1,3,509661
21787,3,34,1,4,587483
21788,3,34,1,5,1004521
21789,3,34,2,1,832318
21790,3,34,2,2,3392018
21791,3,34,2,3,3136360
21792,3,34,2,4,2239921
21793,3,34,2,5,2235285
21794,3,34,3,1,0
21795,3,34,3,2,0
21796,3,34,3,3,27243
21797,3,34,3,4,28876
21798,3,34,3,5,12277
21799,3,34,1,6,1263541
21800,3,34,1,7,1679241
21801,3,34,2,6,5781930
21802,3,34,2,7,6053971
21803,3,34,3,6,30925
21804,3,34,3,7,37471
21805,3,34,1,8,273227
21806,3,34,1,9,2039844
21807,3,34,1,10,303255
21808,3,34,1,11,247943
21809,3,34,1,12,78514
21810,3,34,2,8,2412728
21811,3,34,2,9,6346631
21812,3,34,2,10,1777157
21813,3,34,2,11,836805
21814,3,34,2,12,462581
21815,3,34,3,8,4903
21816,3,34,3,9,55597
21817,3,34,3,10,7895
21818,3,34,3,11,0
21819,3,34,3,12,0
21820,3,34,1,13,27046
21821,3,34,1,14,869573
21822,3,34,1,15,611046
21823,3,34,1,16,1435118
21824,3,34,2,13,1039629
21825,3,34,2,14,3796411
21826,3,34,2,15,3231143
21827,3,34,2,16,3768719
21828,3,34,3,13,0
21829,3,34,3,14,15271
21830,3,34,3,15,25491
21831,3,34,3,16,27634
21832,3,34,1,17,1754273
21833,3,34,1,18,155132
21834,3,34,1,19,326212
21835,3,34,1,20,693133
21836,3,34,1,21,14033
21837,3,34,2,17,5712387
21838,3,34,2,18,672008
21839,3,34,2,19,1708296
21840,3,34,2,20,3667621
21841,3,34,2,21,75590
21842,3,34,3,17,5996
21843,3,34,3,18,0
21844,3,34,3,19,0
21845,3,34,3,20,0
21846,3,34,3,21,62399
21847,3,34,1,22,111547
21848,3,34,1,23,225675
21849,3,34,1,24,356839
21850,3,34,1,25,418125
21851,3,34,1,26,277907
21852,3,34,1,27,396427
21853,3,34,1,28,177790
21854,3,34,1,29,218179
21855,3,34,1,30,760293
21856,3,34,2,22,1397655
21857,3,34,2,23,880537
21858,3,34,2,24,937385
21859,3,34,2,25,1504250
21860,3,34,2,26,829602
21861,3,34,2,27,1605397
21862,3,34,2,28,692063
21863,3,34,2,29,694727
21864,3,34,2,30,3294284
21865,3,34,3,22,0
21866,3,34,3,23,0
21867,3,34,3,24,0
21868,3,34,3,25,0
21869,3,34,3,26,0
21870,3,34,3,27,0
21871,3,34,3,28,0
21872,3,34,3,29,9265
21873,3,34,3,30,59131
21874,3,34,1,31,344645
21875,3,34,1,32,2562197
21876,3,34,1,33,33657
21877,3,34,1,34,2283
21878,3,34,2,31,1949753
21879,3,34,2,32,9608555
21880,3,34,2,33,191141
21881,3,34,2,34,86453
21882,3,34,3,31,0
21883,3,34,3,32,9265
21884,3,34,3,33,0
21885,3,34,3,34,59131
21886,3,34,1,35,0
21887,3,34,1,36,0
21888,3,34,1,37,0
21889,3,34,1,38,1662
21890,3,34,1,39,22351
21891,3,34,1,40,4632
21892,3,34,1,41,0
21893,3,34,1,42,56110
21894,3,34,1,43,0
21895,3,34,1,44,0
21896,3,34,1,45,0
21897,3,34,1,46,0
21898,3,34,1,47,0
21899,3,34,1,48,0
21900,3,34,1,49,0
21901,3,34,1,50,0
21902,3,34,1,51,0
21903,3,34,1,52,76482
21904,3,34,1,53,2783208
21905,3,34,2,35,2569106
21906,3,34,2,36,834347
21907,3,34,2,37,272917
21908,3,34,2,38,309372
21909,3,34,2,39,2386435
21910,3,34,2,40,1469109
21911,3,34,2,41,289888
21912,3,34,2,42,597721
21913,3,34,2,43,706103
21914,3,34,2,44,467321
21915,3,34,2,45,48507
21916,3,34,2,46,224865
21917,3,34,2,47,172925
21918,3,34,2,48,84629
21919,3,34,2,49,27777
21920,3,34,2,50,130142
21921,3,34,2,51,0
21922,3,34,2,52,412448
21923,3,34,2,53,7132119
21924,3,34,3,35,0
21925,3,34,3,36,0
21926,3,34,3,37,0
21927,3,34,3,38,0
21928,3,34,3,39,0
21929,3,34,3,40,0
21930,3,34,3,41,0
21931,3,34,3,42,0
21932,3,34,3,43,0
21933,3,34,3,44,0
21934,3,34,3,45,0
21935,3,34,3,46,0
21936,3,34,3,47,0
21937,3,34,3,48,0
21938,3,34,3,49,0
21939,3,34,3,50,0
21940,3,34,3,51,0
21941,3,34,3,52,0
21942,3,34,3,53,68396
21943,3,35,1,1,13290
21944,3,35,1,2,179127
21945,3,35,1,3,247216
21946,3,35,1,4,154997
21947,3,35,1,5,812978
21948,3,35,2,1,586544
21949,3,35,2,2,1813327
21950,3,35,2,3,1847696
21951,3,35,2,4,1361318
21952,3,35,2,5,981470
21953,3,35,3,1,0
21954,3,35,3,2,0
21955,3,35,3,3,2150
21956,3,35,3,4,13494
21957,3,35,3,5,3960
21958,3,35,1,6,516895
21959,3,35,1,7,890713
21960,3,35,2,6,3292397
21961,3,35,2,7,3297958
21962,3,35,3,6,0
21963,3,35,3,7,19603
21964,3,35,1,8,103314
21965,3,35,1,9,1060725
21966,3,35,1,10,194134
21967,3,35,1,11,27387
21968,3,35,1,12,22048
21969,3,35,2,8,437472
21970,3,35,2,9,4329225
21971,3,35,2,10,1420840
21972,3,35,2,11,118356
21973,3,35,2,12,284462
21974,3,35,3,8,0
21975,3,35,3,9,19603
21976,3,35,3,10,0
21977,3,35,3,11,0
21978,3,35,3,12,0
21979,3,35,1,13,23003
21980,3,35,1,14,316740
21981,3,35,1,15,449948
21982,3,35,1,16,617917
21983,3,35,2,13,420489
21984,3,35,2,14,2269526
21985,3,35,2,15,2141183
21986,3,35,2,16,1759157
21987,3,35,3,13,0
21988,3,35,3,14,13494
21989,3,35,3,15,1748
21990,3,35,3,16,4361
21991,3,35,1,17,924869
21992,3,35,1,18,135664
21993,3,35,1,19,204202
21994,3,35,1,20,137310
21995,3,35,1,21,5564
21996,3,35,2,17,3292975
21997,3,35,2,18,210718
21998,3,35,2,19,975276
21999,3,35,2,20,2092241
22000,3,35,2,21,19145
22001,3,35,3,17,0
22002,3,35,3,18,0
22003,3,35,3,19,0
22004,3,35,3,20,0
22005,3,35,3,21,19603
22006,3,35,1,22,106780
22007,3,35,1,23,62545
22008,3,35,1,24,188083
22009,3,35,1,25,214530
22010,3,35,1,26,154808
22011,3,35,1,27,207096
22012,3,35,1,28,74860
22013,3,35,1,29,83426
22014,3,35,1,30,315481
22015,3,35,2,22,1195511
22016,3,35,2,23,381521
22017,3,35,2,24,583389
22018,3,35,2,25,673262
22019,3,35,2,26,553029
22020,3,35,2,27,675918
22021,3,35,2,28,265409
22022,3,35,2,29,313948
22023,3,35,2,30,1948370
22024,3,35,3,22,2150
22025,3,35,3,23,0
22026,3,35,3,24,0
22027,3,35,3,25,0
22028,3,35,3,26,0
22029,3,35,3,27,0
22030,3,35,3,28,13494
22031,3,35,3,29,0
22032,3,35,3,30,3960
22033,3,35,1,31,97430
22034,3,35,1,32,1305238
22035,3,35,1,33,0
22036,3,35,1,34,4941
22037,3,35,2,31,1008483
22038,3,35,2,32,5455554
22039,3,35,2,33,67050
22040,3,35,2,34,59268
22041,3,35,3,31,2150
22042,3,35,3,32,13494
22043,3,35,3,33,0
22044,3,35,3,34,3960
22045,3,35,1,35,2077
22046,3,35,1,36,0
22047,3,35,1,37,0
22048,3,35,1,38,0
22049,3,35,1,39,0
22050,3,35,1,40,0
22051,3,35,1,41,0
22052,3,35,1,42,0
22053,3,35,1,43,0
22054,3,35,1,44,0
22055,3,35,1,45,0
22056,3,35,1,46,0
22057,3,35,1,47,0
22058,3,35,1,48,0
22059,3,35,1,49,0
22060,3,35,1,50,0
22061,3,35,1,51,0
22062,3,35,1,52,39590
22063,3,35,1,53,1368018
22064,3,35,2,35,1915742
22065,3,35,2,36,825109
22066,3,35,2,37,244522
22067,3,35,2,38,242725
22068,3,35,2,39,1751223
22069,3,35,2,40,1021060
22070,3,35,2,41,199332
22071,3,35,2,42,904901
22072,3,35,2,43,807018
22073,3,35,2,44,370835
22074,3,35,2,45,120097
22075,3,35,2,46,164625
22076,3,35,2,47,154334
22077,3,35,2,48,121478
22078,3,35,2,49,76414
22079,3,35,2,50,56734
22080,3,35,2,51,9034
22081,3,35,2,52,301349
22082,3,35,2,53,3150933
22083,3,35,3,35,0
22084,3,35,3,36,0
22085,3,35,3,37,0
22086,3,35,3,38,0
22087,3,35,3,39,0
22088,3,35,3,40,0
22089,3,35,3,41,0
22090,3,35,3,42,0
22091,3,35,3,43,0
22092,3,35,3,44,0
22093,3,35,3,45,0
22094,3,35,3,46,0
22095,3,35,3,47,0
22096,3,35,3,48,0
22097,3,35,3,49,0
22098,3,35,3,50,0
22099,3,35,3,51,0
22100,3,35,3,52,0
22101,3,35,3,53,19603
22102,3,36,1,1,2892
22103,3,36,1,2,34193
22104,3,36,1,3,19255
22105,3,36,1,4,11819
22106,3,36,1,5,55191
22107,3,36,2,1,48222
22108,3,36,2,2,142192
22109,3,36,2,3,104601
22110,3,36,2,4,79730
22111,3,36,2,5,61355
22112,3,36,3,1,0
22113,3,36,3,2,1083
22114,3,36,3,3,196
22115,3,36,3,4,0
22116,3,36,3,5,288
22117,3,36,1,6,51837
22118,3,36,1,7,71513
22119,3,36,2,6,234565
22120,3,36,2,7,201535
22121,3,36,3,6,126
22122,3,36,3,7,1440
22123,3,36,1,8,1630
22124,3,36,1,9,103488
22125,3,36,1,10,1175
22126,3,36,1,11,1228
22127,3,36,1,12,15829
22128,3,36,2,8,9721
22129,3,36,2,9,398021
22130,3,36,2,10,10457
22131,3,36,2,11,3683
22132,3,36,2,12,14217
22133,3,36,3,8,0
22134,3,36,3,9,1440
22135,3,36,3,10,0
22136,3,36,3,11,0
22137,3,36,3,12,126
22138,3,36,1,13,6394
22139,3,36,1,14,27740
22140,3,36,1,15,50974
22141,3,36,1,16,38242
22142,3,36,2,13,9311
22143,3,36,2,14,144689
22144,3,36,2,15,168867
22145,3,36,2,16,113233
22146,3,36,3,13,0
22147,3,36,3,14,0
22148,3,36,3,15,0
22149,3,36,3,16,1566
22150,3,36,1,17,94715
22151,3,36,1,18,3732
22152,3,36,1,19,8360
22153,3,36,1,20,16291
22154,3,36,1,21,251
22155,3,36,2,17,268918
22156,3,36,2,18,3044
22157,3,36,2,19,51679
22158,3,36,2,20,111579
22159,3,36,2,21,881
22160,3,36,3,17,0
22161,3,36,3,18,0
22162,3,36,3,19,0
22163,3,36,3,20,196
22164,3,36,3,21,1370
22165,3,36,1,22,1594
22166,3,36,1,23,15089
22167,3,36,1,24,20788
22168,3,36,1,25,14764
22169,3,36,1,26,12148
22170,3,36,1,27,19700
22171,3,36,1,28,3113
22172,3,36,1,29,5934
22173,3,36,1,30,30222
22174,3,36,2,22,42799
22175,3,36,2,23,33551
22176,3,36,2,24,33599
22177,3,36,2,25,58026
22178,3,36,2,26,54980
22179,3,36,2,27,49489
22180,3,36,2,28,20815
22181,3,36,2,29,12642
22182,3,36,2,30,130200
22183,3,36,3,22,0
22184,3,36,3,23,0
22185,3,36,3,24,0
22186,3,36,3,25,0
22187,3,36,3,26,0
22188,3,36,3,27,196
22189,3,36,3,28,0
22190,3,36,3,29,0
22191,3,36,3,30,1370
22192,3,36,1,31,14958
22193,3,36,1,32,107862
22194,3,36,1,33,531
22195,3,36,1,34,0
22196,3,36,2,31,87484
22197,3,36,2,32,347731
22198,3,36,2,33,443
22199,3,36,2,34,443
22200,3,36,3,31,0
22201,3,36,3,32,196
22202,3,36,3,33,0
22203,3,36,3,34,1370
22204,3,36,1,35,0
22205,3,36,1,36,0
22206,3,36,1,37,0
22207,3,36,1,38,0
22208,3,36,1,39,0
22209,3,36,1,40,0
22210,3,36,1,41,0
22211,3,36,1,42,0
22212,3,36,1,43,0
22213,3,36,1,44,0
22214,3,36,1,45,0
22215,3,36,1,46,0
22216,3,36,1,47,0
22217,3,36,1,48,0
22218,3,36,1,49,0
22219,3,36,1,50,0
22220,3,36,1,51,0
22221,3,36,1,52,2634
22222,3,36,1,53,120716
22223,3,36,2,35,119950
22224,3,36,2,36,46609
22225,3,36,2,37,28371
22226,3,36,2,38,14722
22227,3,36,2,39,124370
22228,3,36,2,40,109491
22229,3,36,2,41,25069
22230,3,36,2,42,44244
22231,3,36,2,43,54576
22232,3,36,2,44,41581
22233,3,36,2,45,11082
22234,3,36,2,46,24395
22235,3,36,2,47,7421
22236,3,36,2,48,15127
22237,3,36,2,49,7709
22238,3,36,2,50,4875
22239,3,36,2,51,867
22240,3,36,2,52,34463
22241,3,36,2,53,190585
22242,3,36,3,35,0
22243,3,36,3,36,0
22244,3,36,3,37,0
22245,3,36,3,38,0
22246,3,36,3,39,196
22247,3,36,3,40,196
22248,3,36,3,41,0
22249,3,36,3,42,0
22250,3,36,3,43,0
22251,3,36,3,44,0
22252,3,36,3,45,0
22253,3,36,3,46,0
22254,3,36,3,47,0
22255,3,36,3,48,0
22256,3,36,3,49,0
22257,3,36,3,50,0
22258,3,36,3,51,0
22259,3,36,3,52,0
22260,3,36,3,53,1370
22261,3,37,1,1,88502
22262,3,37,1,2,336629
22263,3,37,1,3,263544
22264,3,37,1,4,169873
22265,3,37,1,5,703149
22266,3,37,2,1,664392
22267,3,37,2,2,1879186
22268,3,37,2,3,1791339
22269,3,37,2,4,1604268
22270,3,37,2,5,1296504
22271,3,37,3,1,0
22272,3,37,3,2,12172
22273,3,37,3,3,6361
22274,3,37,3,4,6620
22275,3,37,3,5,0
22276,3,37,1,6,551900
22277,3,37,1,7,1009796
22278,3,37,2,6,3696974
22279,3,37,2,7,3538716
22280,3,37,3,6,3743
22281,3,37,3,7,21410
22282,3,37,1,8,60073
22283,3,37,1,9,1321018
22284,3,37,1,10,131446
22285,3,37,1,11,37991
22286,3,37,1,12,11169
22287,3,37,2,8,424713
22288,3,37,2,9,5644256
22289,3,37,2,10,818308
22290,3,37,2,11,104771
22291,3,37,2,12,243642
22292,3,37,3,8,0
22293,3,37,3,9,25153
22294,3,37,3,10,0
22295,3,37,3,11,0
22296,3,37,3,12,0
22297,3,37,1,13,43296
22298,3,37,1,14,435450
22299,3,37,1,15,421727
22300,3,37,1,16,661224
22301,3,37,2,13,431283
22302,3,37,2,14,2839062
22303,3,37,2,15,2256776
22304,3,37,2,16,1708569
22305,3,37,3,13,0
22306,3,37,3,14,0
22307,3,37,3,15,0
22308,3,37,3,16,25153
22309,3,37,1,17,954439
22310,3,37,1,18,208371
22311,3,37,1,19,121190
22312,3,37,1,20,272943
22313,3,37,1,21,4753
22314,3,37,2,17,3755635
22315,3,37,2,18,330466
22316,3,37,2,19,1276805
22317,3,37,2,20,1856304
22318,3,37,2,21,16479
22319,3,37,3,17,3310
22320,3,37,3,18,0
22321,3,37,3,19,0
22322,3,37,3,20,0
22323,3,37,3,21,21843
22324,3,37,1,22,114405
22325,3,37,1,23,83252
22326,3,37,1,24,161276
22327,3,37,1,25,206938
22328,3,37,1,26,172544
22329,3,37,1,27,215060
22330,3,37,1,28,66458
22331,3,37,1,29,73601
22332,3,37,1,30,468163
22333,3,37,2,22,945985
22334,3,37,2,23,730211
22335,3,37,2,24,683231
22336,3,37,2,25,786739
22337,3,37,2,26,577798
22338,3,37,2,27,707212
22339,3,37,2,28,261040
22340,3,37,2,29,261462
22341,3,37,2,30,2282012
22342,3,37,3,22,0
22343,3,37,3,23,0
22344,3,37,3,24,0
22345,3,37,3,25,0
22346,3,37,3,26,0
22347,3,37,3,27,0
22348,3,37,3,28,3310
22349,3,37,3,29,0
22350,3,37,3,30,21843
22351,3,37,1,31,101096
22352,3,37,1,32,1460601
22353,3,37,1,33,0
22354,3,37,1,34,0
22355,3,37,2,31,958491
22356,3,37,2,32,6104406
22357,3,37,2,33,172792
22358,3,37,2,34,0
22359,3,37,3,31,0
22360,3,37,3,32,15482
22361,3,37,3,33,0
22362,3,37,3,34,9671
22363,3,37,1,35,0
22364,3,37,1,36,0
22365,3,37,1,37,0
22366,3,37,1,38,0
22367,3,37,1,39,0
22368,3,37,1,40,0
22369,3,37,1,41,0
22370,3,37,1,42,0
22371,3,37,1,43,0
22372,3,37,1,44,0
22373,3,37,1,45,0
22374,3,37,1,46,0
22375,3,37,1,47,0
22376,3,37,1,48,0
22377,3,37,1,49,0
22378,3,37,1,50,0
22379,3,37,1,51,0
22380,3,37,1,52,32311
22381,3,37,1,53,1529385
22382,3,37,2,35,1593110
22383,3,37,2,36,757691
22384,3,37,2,37,374426
22385,3,37,2,38,224628
22386,3,37,2,39,1645073
22387,3,37,2,40,910477
22388,3,37,2,41,228865
22389,3,37,2,42,652484
22390,3,37,2,43,599256
22391,3,37,2,44,417312
22392,3,37,2,45,90571
22393,3,37,2,46,289177
22394,3,37,2,47,97090
22395,3,37,2,48,199341
22396,3,37,2,49,60513
22397,3,37,2,50,41205
22398,3,37,2,51,0
22399,3,37,2,52,328067
22400,3,37,2,53,3904629
22401,3,37,3,35,0
22402,3,37,3,36,0
22403,3,37,3,37,12172
22404,3,37,3,38,0
22405,3,37,3,39,0
22406,3,37,3,40,0
22407,3,37,3,41,0
22408,3,37,3,42,12172
22409,3,37,3,43,12172
22410,3,37,3,44,0
22411,3,37,3,45,0
22412,3,37,3,46,0
22413,3,37,3,47,0
22414,3,37,3,48,0
22415,3,37,3,49,0
22416,3,37,3,50,0
22417,3,37,3,51,0
22418,3,37,3,52,0
22419,3,37,3,53,12981
22420,3,38,1,1,9396
22421,3,38,1,2,78425
22422,3,38,1,3,98778
22423,3,38,1,4,105235
22424,3,38,1,5,361765
22425,3,38,2,1,286685
22426,3,38,2,2,741310
22427,3,38,2,3,552339
22428,3,38,2,4,407976
22429,3,38,2,5,260408
22430,3,38,3,1,0
22431,3,38,3,2,2831
22432,3,38,3,3,9737
22433,3,38,3,4,0
22434,3,38,3,5,1551
22435,3,38,1,6,302718
22436,3,38,1,7,350882
22437,3,38,2,6,1108844
22438,3,38,2,7,1139874
22439,3,38,3,6,3412
22440,3,38,3,7,10706
22441,3,38,1,8,56923
22442,3,38,1,9,480880
22443,3,38,1,10,34278
22444,3,38,1,11,6420
22445,3,38,1,12,75099
22446,3,38,2,8,257769
22447,3,38,2,9,1531307
22448,3,38,2,10,153610
22449,3,38,2,11,25999
22450,3,38,2,12,280033
22451,3,38,3,8,0
22452,3,38,3,9,11287
22453,3,38,3,10,0
22454,3,38,3,11,0
22455,3,38,3,12,2831
22456,3,38,1,13,7657
22457,3,38,1,14,194250
22458,3,38,1,15,211912
22459,3,38,1,16,239781
22460,3,38,2,13,176727
22461,3,38,2,14,890139
22462,3,38,2,15,735340
22463,3,38,2,16,446513
22464,3,38,3,13,0
22465,3,38,3,14,6325
22466,3,38,3,15,7793
22467,3,38,3,16,0
22468,3,38,1,17,423237
22469,3,38,1,18,67074
22470,3,38,1,19,120321
22471,3,38,1,20,37850
22472,3,38,1,21,5118
22473,3,38,2,17,1235054
22474,3,38,2,18,93005
22475,3,38,2,19,387805
22476,3,38,2,20,504546
22477,3,38,2,21,28307
22478,3,38,3,17,2831
22479,3,38,3,18,0
22480,3,38,3,19,3412
22481,3,38,3,20,0
22482,3,38,3,21,7875
22483,3,38,1,22,60739
22484,3,38,1,23,56369
22485,3,38,1,24,54777
22486,3,38,1,25,110908
22487,3,38,1,26,80646
22488,3,38,1,27,75110
22489,3,38,1,28,26143
22490,3,38,1,29,34829
