survey_response_id,survey_id,region_id,response_id,characteristic_id,respondents_count
579,1,4,3,34,57248
580,1,4,1,35,0
581,1,4,1,36,0
582,1,4,1,37,0
583,1,4,1,38,0
584,1,4,1,39,0
585,1,4,1,40,2101
586,1,4,1,41,0
587,1,4,1,42,0
588,1,4,1,43,0
589,1,4,1,44,0
590,1,4,1,45,0
591,1,4,1,46,0
592,1,4,1,47,0
593,1,4,1,48,0
594,1,4,1,49,0
595,1,4,1,50,0
596,1,4,1,51,0
597,1,4,1,52,11627
598,1,4,1,53,389004
599,1,4,2,35,1357716
600,1,4,2,36,473459
601,1,4,2,37,247641
602,1,4,2,38,147718
603,1,4,2,39,1275706
604,1,4,2,40,767740
605,1,4,2,41,190056
606,1,4,2,42,477045
607,1,4,2,43,449992
608,1,4,2,44,420279
609,1,4,2,45,114131
610,1,4,2,46,205406
611,1,4,2,47,101937
612,1,4,2,48,122473
613,1,4,2,49,86621
614,1,4,2,50,51641
615,1,4,2,51,14222
616,1,4,2,52,238302
617,1,4,2,53,2533082
618,1,4,3,35,0
619,1,4,3,36,0
620,1,4,3,37,0
621,1,4,3,38,0
622,1,4,3,39,0
623,1,4,3,40,0
624,1,4,3,41,0
625,1,4,3,42,0
626,1,4,3,43,0
627,1,4,3,44,0
628,1,4,3,45,0
629,1,4,3,46,0
630,1,4,3,47,0
631,1,4,3,48,0
632,1,4,3,49,0
633,1,4,3,50,0
634,1,4,3,51,0
635,1,4,3,52,0
636,1,4,3,53,60110
637,1,5,1,1,5269
638,1,5,1,2,50482
639,1,5,1,3,49533
640,1,5,1,4,50199
641,1,5,1,5,29505
642,1,5,2,1,193937
643,1,5,2,2,485013
644,1,5,2,3,486939
645,1,5,2,4,358534
646,1,5,2,5,457536
647,1,5,3,1,52525
648,1,5,3,2,21107
649,1,5,3,3,1178
650,1,5,3,4,3082
651,1,5,3,5,1690
652,1,5,1,6,73988
653,1,5,1,7,110999
654,1,5,2,6,954766
655,1,5,2,7,1027192
656,1,5,3,6,49472
657,1,5,3,7,30111
658,1,5,1,8,7294
659,1,5,1,9,118988
660,1,5,1,10,47524
661,1,5,1,11,4617
662,1,5,1,12,6564
663,1,5,2,8,119902
664,1,5,2,9,1543227
665,1,5,2,10,245224
666,1,5,2,11,15482
667,1,5,2,12,58123
668,1,5,3,8,24605
669,1,5,3,9,43099
670,1,5,3,10,4256
671,1,5,3,11,4919
672,1,5,3,12,2704
673,1,5,1,13,1326
674,1,5,1,14,55044
675,1,5,1,15,55017
676,1,5,1,16,73600
677,1,5,2,13,149975
678,1,5,2,14,804733
679,1,5,2,15,622328
680,1,5,2,16,404921
681,1,5,3,13,0
682,1,5,3,14,46183
683,1,5,3,15,26172
684,1,5,3,16,7227
685,1,5,1,17,138026
686,1,5,1,18,7080
687,1,5,1,19,25618
688,1,5,1,20,14263
689,1,5,1,21,0
690,1,5,2,17,1075480
691,1,5,2,18,118182
692,1,5,2,19,315871
693,1,5,2,20,439685
694,1,5,2,21,32740
695,1,5,3,17,0
696,1,5,3,18,0
697,1,5,3,19,0
698,1,5,3,20,0
699,1,5,3,21,79583
700,1,5,1,22,8424
701,1,5,1,23,9344
702,1,5,1,24,8239
703,1,5,1,25,21854
704,1,5,1,26,23595
705,1,5,1,27,22589
706,1,5,1,28,7329
707,1,5,1,29,14601
708,1,5,1,30,69013
709,1,5,2,22,253819
710,1,5,2,23,253387
711,1,5,2,24,199381
712,1,5,2,25,229087
713,1,5,2,26,139344
714,1,5,2,27,158165
715,1,5,2,28,46341
716,1,5,2,29,55208
717,1,5,2,30,647226
718,1,5,3,22,0
719,1,5,3,23,0
720,1,5,3,24,0
721,1,5,3,25,0
722,1,5,3,26,0
723,1,5,3,27,1178
724,1,5,3,28,0
725,1,5,3,29,0
726,1,5,3,30,78404
727,1,5,1,31,9121
728,1,5,1,32,175866
729,1,5,1,33,0
730,1,5,1,34,0
731,1,5,2,31,356808
732,1,5,2,32,1581724
733,1,5,2,33,34799
734,1,5,2,34,8626
735,1,5,3,31,0
736,1,5,3,32,0
737,1,5,3,33,0
738,1,5,3,34,79583
739,1,5,1,35,0
740,1,5,1,36,0
741,1,5,1,37,0
742,1,5,1,38,0
743,1,5,1,39,0
744,1,5,1,40,0
745,1,5,1,41,0
746,1,5,1,42,0
747,1,5,1,43,0
748,1,5,1,44,0
749,1,5,1,45,0
750,1,5,1,46,0
751,1,5,1,47,0
752,1,5,1,48,0
753,1,5,1,49,0
754,1,5,1,50,0
755,1,5,1,51,0
756,1,5,1,52,1756
757,1,5,1,53,183231
758,1,5,2,35,570182
759,1,5,2,36,206250
760,1,5,2,37,84857
761,1,5,2,38,75201
762,1,5,2,39,492999
763,1,5,2,40,207997
764,1,5,2,41,104265
765,1,5,2,42,281937
766,1,5,2,43,231499
767,1,5,2,44,150559
768,1,5,2,45,14192
769,1,5,2,46,119022
770,1,5,2,47,29584
771,1,5,2,48,39302
772,1,5,2,49,17263
773,1,5,2,50,9729
774,1,5,2,51,373
775,1,5,2,52,128174
776,1,5,2,53,914037
777,1,5,3,35,0
778,1,5,3,36,0
779,1,5,3,37,0
780,1,5,3,38,0
781,1,5,3,39,0
782,1,5,3,40,0
783,1,5,3,41,0
784,1,5,3,42,0
785,1,5,3,43,0
786,1,5,3,44,0
787,1,5,3,45,0
788,1,5,3,46,0
789,1,5,3,47,0
790,1,5,3,48,0
791,1,5,3,49,0
792,1,5,3,50,0
793,1,5,3,51,0
794,1,5,3,52,0
795,1,5,3,53,79583
796,1,6,1,1,56313
797,1,6,1,2,461375
798,1,6,1,3,559014
799,1,6,1,4,372350
800,1,6,1,5,130776
801,1,6,2,1,2965603
802,1,6,2,2,8042915
803,1,6,2,3,6687873
804,1,6,2,4,4284451
805,1,6,2,5,5800573
806,1,6,3,1,411715
807,1,6,3,2,50572
808,1,6,3,3,43547
809,1,6,3,4,48509
810,1,6,3,5,23436
811,1,6,1,6,601230
812,1,6,1,7,978598
813,1,6,2,6,13885650
814,1,6,2,7,13895765
815,1,6,3,6,163169
816,1,6,3,7,414609
817,1,6,1,8,373658
818,1,6,1,9,556701
819,1,6,1,10,59142
820,1,6,1,11,517780
821,1,6,1,12,72547
822,1,6,2,8,10281468
823,1,6,2,9,10923103
824,1,6,2,10,1511717
825,1,6,2,11,3786110
826,1,6,2,12,1279017
827,1,6,3,8,224824
828,1,6,3,9,174076
829,1,6,3,10,85264
830,1,6,3,11,59970
831,1,6,3,12,33644
832,1,6,1,13,51994
833,1,6,1,14,161388
834,1,6,1,15,469578
835,1,6,1,16,896867
836,1,6,2,13,4563700
837,1,6,2,14,6194457
838,1,6,2,15,8604547
839,1,6,2,16,8418711
840,1,6,3,13,51713
841,1,6,3,14,175829
842,1,6,3,15,177753
843,1,6,3,16,172484
844,1,6,1,17,962506
845,1,6,1,18,16957
846,1,6,1,19,252736
847,1,6,1,20,344247
848,1,6,1,21,3381
849,1,6,2,17,13186455
850,1,6,2,18,804229
851,1,6,2,19,4281115
852,1,6,2,20,9143558
853,1,6,2,21,366057
854,1,6,3,17,10378
855,1,6,3,18,10054
856,1,6,3,19,9925
857,1,6,3,20,15185
858,1,6,3,21,532237
859,1,6,1,22,70317
860,1,6,1,23,46515
861,1,6,1,24,114054
862,1,6,1,25,150659
863,1,6,1,26,162045
864,1,6,1,27,217438
865,1,6,1,28,116348
866,1,6,1,29,272943
867,1,6,1,30,429508
868,1,6,2,22,2927543
869,1,6,2,23,2203703
870,1,6,2,24,2564649
871,1,6,2,25,2641991
872,1,6,2,26,2476604
873,1,6,2,27,2977027
874,1,6,2,28,1413822
875,1,6,2,29,2130910
876,1,6,2,30,8445164
877,1,6,3,22,13686
878,1,6,3,23,20394
879,1,6,3,24,0
880,1,6,3,25,0
881,1,6,3,26,0
882,1,6,3,27,1375
883,1,6,3,28,0
884,1,6,3,29,10378
885,1,6,3,30,531946
886,1,6,1,31,152199
887,1,6,1,32,1415707
888,1,6,1,33,9619
889,1,6,1,34,2303
890,1,6,2,31,5080846
891,1,6,2,32,22308496
892,1,6,2,33,281864
893,1,6,2,34,110209
894,1,6,3,31,0
895,1,6,3,32,54382
896,1,6,3,33,0
897,1,6,3,34,523397
898,1,6,1,35,1515
899,1,6,1,36,0
900,1,6,1,37,0
901,1,6,1,38,1185
902,1,6,1,39,4649
903,1,6,1,40,0
904,1,6,1,41,0
905,1,6,1,42,0
906,1,6,1,43,0
907,1,6,1,44,0
908,1,6,1,45,0
909,1,6,1,46,0
910,1,6,1,47,0
911,1,6,1,48,0
912,1,6,1,49,0
913,1,6,1,50,0
914,1,6,1,51,0
915,1,6,1,52,60665
916,1,6,1,53,1516463
917,1,6,2,35,6472191
918,1,6,2,36,2811437
919,1,6,2,37,1262828
920,1,6,2,38,962323
921,1,6,2,39,6299866
922,1,6,2,40,3502237
923,1,6,2,41,1431855
924,1,6,2,42,1813926
925,1,6,2,43,1827539
926,1,6,2,44,913425
927,1,6,2,45,287878
928,1,6,2,46,511533
929,1,6,2,47,350960
930,1,6,2,48,386221
931,1,6,2,49,167295
932,1,6,2,50,145405
933,1,6,2,51,73785
934,1,6,2,52,1078632
935,1,6,2,53,15709716
936,1,6,3,35,1499
937,1,6,3,36,0
938,1,6,3,37,0
939,1,6,3,38,0
940,1,6,3,39,15185
941,1,6,3,40,13686
942,1,6,3,41,0
943,1,6,3,42,13686
944,1,6,3,43,1499
945,1,6,3,44,0
946,1,6,3,45,0
947,1,6,3,46,0
948,1,6,3,47,0
949,1,6,3,48,0
950,1,6,3,49,0
951,1,6,3,50,0
952,1,6,3,51,0
953,1,6,3,52,0
954,1,6,3,53,562593
955,1,7,1,1,23020
956,1,7,1,2,73244
957,1,7,1,3,87829
958,1,7,1,4,58166
959,1,7,1,5,130511
960,1,7,2,1,488275
961,1,7,2,2,1191174
962,1,7,2,3,955469
963,1,7,2,4,655341
964,1,7,2,5,742336
965,1,7,3,1,25814
966,1,7,3,2,11575
967,1,7,3,3,2042
968,1,7,3,4,0
969,1,7,3,5,9922
970,1,7,1,6,123272
971,1,7,1,7,249499
972,1,7,2,6,2060500
973,1,7,2,7,1972095
974,1,7,3,6,35865
975,1,7,3,7,13488
976,1,7,1,8,76186
977,1,7,1,9,279783
978,1,7,1,10,996
979,1,7,1,11,8948
980,1,7,1,12,6858
981,1,7,2,8,765314
982,1,7,2,9,2848602
983,1,7,2,10,139571
984,1,7,2,11,123249
985,1,7,2,12,155859
986,1,7,3,8,22349
987,1,7,3,9,20403
988,1,7,3,10,6602
989,1,7,3,11,0
990,1,7,3,12,0
991,1,7,1,13,14041
992,1,7,1,14,65048
993,1,7,1,15,90545
994,1,7,1,16,203135
995,1,7,2,13,253875
996,1,7,2,14,1025187
997,1,7,2,15,1243687
998,1,7,2,16,1509846
999,1,7,3,13,0
1000,1,7,3,14,6982
1001,1,7,3,15,27590
1002,1,7,3,16,14781
1003,1,7,1,17,238705
1004,1,7,1,18,25249
1005,1,7,1,19,51357
1006,1,7,1,20,53488
1007,1,7,1,21,3971
1008,1,7,2,17,2196503
1009,1,7,2,18,154356
1010,1,7,2,19,558934
1011,1,7,2,20,1114717
1012,1,7,2,21,8084
1013,1,7,3,17,1855
1014,1,7,3,18,0
1015,1,7,3,19,1085
1016,1,7,3,20,0
1017,1,7,3,21,46413
1018,1,7,1,22,11480
1019,1,7,1,23,19220
1020,1,7,1,24,35312
1021,1,7,1,25,41901
1022,1,7,1,26,52377
1023,1,7,1,27,63714
1024,1,7,1,28,26951
1025,1,7,1,29,31441
1026,1,7,1,30,90376
1027,1,7,2,22,308268
1028,1,7,2,23,330755
1029,1,7,2,24,373936
1030,1,7,2,25,506640
1031,1,7,2,26,463204
1032,1,7,2,27,542789
1033,1,7,2,28,261374
1034,1,7,2,29,278288
1035,1,7,2,30,967340
1036,1,7,3,22,0
1037,1,7,3,23,0
1038,1,7,3,24,0
1039,1,7,3,25,0
1040,1,7,3,26,0
1041,1,7,3,27,1855
1042,1,7,3,28,0
1043,1,7,3,29,0
1044,1,7,3,30,47498
1045,1,7,1,31,29423
1046,1,7,1,32,343347
1047,1,7,1,33,0
1048,1,7,1,34,0
1049,1,7,2,31,498832
1050,1,7,2,32,3497863
1051,1,7,2,33,24820
1052,1,7,2,34,11079
1053,1,7,3,31,0
1054,1,7,3,32,1855
1055,1,7,3,33,0
1056,1,7,3,34,47498
1057,1,7,1,35,0
1058,1,7,1,36,0
1059,1,7,1,37,0
1060,1,7,1,38,0
1061,1,7,1,39,14041
1062,1,7,1,40,0
1063,1,7,1,41,0
1064,1,7,1,42,0
1065,1,7,1,43,0
1066,1,7,1,44,0
1067,1,7,1,45,0
1068,1,7,1,46,0
1069,1,7,1,47,0
1070,1,7,1,48,0
1071,1,7,1,49,0
1072,1,7,1,50,0
1073,1,7,1,51,0
